sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_12	sample_13	sample_14	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40
ENST00000400585.2	0	0	1	1	2	1	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	2	1	1	0	0	0	0	1	1	2	0	0	0	0	0
ENST00000370801.3	2	4	4	4	3	2	2	4	8	3	10	6	6	3	7	7	1	1	6	3	2	9	1	6	2	2	3	1	4	6	11	6	3	5	8	4	2
NM_001251904	2	4	4	5	1	1	3	5	1	3	1	0	2	1	2	4	2	5	2	1	0	5	1	1	6	1	3	2	2	4	3	4	4	1	10	1	1
NM_014825	1	5	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	3	1	4	1	2	2	2	1	1	1	1	5	1	4	1	8	2	7	1
NM_001251905	0	1	2	3	0	1	3	1	1	1	1	0	1	0	2	1	1	3	1	1	0	3	1	0	1	1	2	1	1	1	1	1	1	1	5	1	1
ENST00000321731.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000292782.4	0	3	4	0	2	0	3	3	2	1	3	1	2	1	7	2	1	1	0	4	0	5	6	3	5	2	1	1	4	2	3	2	3	4	6	8	2
ENST00000321505.4	0	3	3	1	0	0	1	3	1	0	1	2	1	1	4	2	0	3	5	2	6	2	3	1	2	0	1	1	1	0	1	4	0	2	1	3	3
NM_145253	0	0	2	0	2	0	1	0	0	2	0	0	0	0	0	1	1	1	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	0	1
NM_145251	1	2	1	4	1	1	1	2	2	2	2	2	1	2	3	5	1	3	1	2	2	1	4	3	1	1	1	0	1	3	4	1	2	1	2	1	0
ENST00000313401.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_001127257	6	3	2	6	3	4	1	6	2	2	3	4	6	1	1	1	3	3	0	5	1	1	1	2	1	1	1	1	1	6	3	3	4	1	3	9	1
NM_001127258	0	1	2	0	0	0	1	0	1	2	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	3	2	1
ENST00000432905.1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENST00000479035.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NM_145246	1	2	1	1	0	1	2	0	3	2	0	1	1	1	1	2	1	1	0	1	1	2	1	2	1	4	1	1	1	8	5	1	0	1	6	2	1
NM_145245	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ENST00000474583.1	2	1	5	1	1	1	1	1	1	2	2	2	2	2	3	2	5	0	2	2	0	2	1	2	1	1	2	2	2	1	6	2	1	3	3	7	2
NM_001177479	2	1	1	1	1	1	1	1	1	0	0	2	2	1	2	1	3	1	1	0	0	1	0	1	1	1	0	1	1	1	2	1	1	1	1	1	2
NM_001190457	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	3	2	0	0	0	0	0	2	1	1	1	0	1	2	1	1
NM_001190438	1	0	4	1	0	0	1	1	0	2	1	0	1	1	1	2	0	2	0	1	0	4	1	0	1	1	0	1	0	2	0	1	1	1	3	0	0
ENST00000258436.5	22	4	10	17	8	25	14	19	7	2	4	10	12	9	10	10	7	12	4	7	3	15	5	14	4	0	8	5	3	3	18	15	9	8	7	10	4
NM_145265	0	0	2	0	1	1	0	0	0	2	0	1	1	2	1	0	0	0	1	0	1	0	0	1	3	0	2	0	0	0	0	1	3	0	2	2	0
NM_145260	0	1	7	0	1	0	1	3	0	0	0	2	2	0	1	0	1	0	1	7	2	0	0	2	3	3	0	0	0	1	3	3	1	3	1	1	0
ENST00000370791.3	1	1	2	0	1	1	1	0	1	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0
ENST00000506282.2	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
ENST00000403092.1	89	115	90	170	101	38	57	45	22	41	57	94	88	80	181	296	50	139	88	111	52	845	151	164	102	9	96	25	57	27	181	87	265	92	319	198	24
NM_001190440	1	1	2	1	1	4	1	1	1	4	2	2	2	4	2	3	2	5	1	1	1	3	4	1	2	1	5	2	1	3	4	1	1	4	3	1	1
NM_001190442	5	4	9	6	2	2	2	1	5	4	3	7	2	1	12	1	5	1	2	3	5	3	5	1	3	5	1	1	3	1	5	13	7	5	3	1	3
NM_002813	1	0	0	1	1	0	3	1	2	1	0	1	0	0	0	1	0	2	1	0	0	2	2	1	3	1	0	0	0	2	4	1	2	3	5	5	1
NM_002815	1	1	4	1	1	1	1	1	1	1	0	1	1	1	3	1	1	1	1	1	1	2	0	1	1	1	0	1	2	1	1	1	1	1	4	4	0
NM_001142864	1	1	1	5	3	4	3	1	1	1	1	2	4	1	1	1	1	2	5	2	1	1	2	1	13	1	1	2	4	1	2	1	1	1	3	1	1
ENST00000538485.2	2	1	6	4	2	2	9	14	1	2	1	2	3	5	3	4	2	3	1	6	2	4	4	3	1	1	1	3	1	4	6	4	4	4	4	4	2
NM_002816	0	0	2	2	2	0	4	2	0	0	0	0	0	0	1	0	1	1	0	2	0	3	1	1	3	0	1	0	2	0	0	0	3	3	3	2	0
NM_002817	0	1	2	5	0	0	2	0	4	1	1	1	1	0	2	1	1	2	1	1	2	6	1	2	3	1	1	2	1	0	1	1	1	1	2	5	0
ENST00000270517.7	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
NM_002818	0	1	2	1	0	2	1	0	1	0	3	1	0	1	0	1	0	1	1	2	0	3	2	0	2	1	0	1	1	2	0	1	0	1	1	1	1
NM_002819	1	2	4	1	1	1	1	2	3	1	2	1	2	2	2	5	3	1	2	1	3	2	1	1	2	2	1	1	2	5	2	4	1	3	8	6	5
NR_033323	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_033322	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127231	12	12	45	13	17	7	31	10	24	30	6	7	29	26	37	15	41	13	19	15	12	32	11	21	38	7	3	8	13	36	20	42	11	34	89	46	40
NM_145274	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	1	4	1	1	0	1	0	1	0	0
NM_001129890	0	0	0	2	0	0	2	0	0	1	1	1	1	0	1	1	2	0	0	0	1	5	0	1	0	0	1	1	0	0	4	0	2	1	0	0	0
NM_002810	0	1	2	0	2	0	1	0	0	1	1	1	1	1	1	0	2	1	1	1	0	2	1	1	1	0	0	1	1	0	1	1	2	1	1	2	0
NM_002811	2	1	5	4	1	2	2	2	1	5	0	6	0	2	1	6	2	5	3	1	5	10	1	5	5	1	1	1	1	1	4	4	11	2	21	4	1
NM_001127235	2	1	1	3	1	1	1	3	0	2	1	2	1	0	1	1	1	2	2	1	1	2	1	4	2	5	1	1	3	1	4	1	1	1	1	3	1
ENST00000251203.7	0	2	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	3	0	0
NM_002812	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	2	0	0	1	1	1	2	1	1	0	0	1	2	0	1	1	4	1	1	3	1
ENST00000378746.4	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0
ENST00000403368.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0
NM_001127236	1	2	10	10	5	1	7	6	0	8	4	8	6	3	8	3	5	1	4	7	4	10	4	7	8	9	3	5	5	6	13	6	5	7	7	8	4
NM_001129899	1	0	0	0	0	0	1	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	1	1	1	1
NM_145266	1	1	5	3	2	1	1	4	0	1	0	2	1	2	2	1	0	4	3	1	1	5	6	1	5	1	0	1	1	2	1	2	4	2	1	3	1
ENST00000332585.6	5	2	10	3	2	6	7	3	8	8	3	4	3	4	5	3	3	3	8	9	3	9	6	6	9	1	4	2	8	6	9	3	3	11	16	10	3
NM_002802	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	1	3
NM_002803	0	1	0	2	2	0	1	2	0	2	0	1	4	1	3	3	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	3	2	2	4	1	0
NM_002804	1	2	5	2	2	1	1	1	1	2	2	0	1	0	1	1	3	1	1	1	1	1	1	1	3	0	0	1	1	1	2	3	2	1	3	1	1
NM_001033714	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	1	0	1	0	0	0	2	0	1	0	0	0	0	1	3	2	1	0	1	2	1	0
ENST00000373191.3	3	2	1	1	3	1	3	2	2	1	1	1	2	0	1	1	1	1	0	1	1	6	1	2	1	1	1	1	3	1	1	1	1	2	2	7	1
NM_002806	1	1	2	1	1	0	0	2	1	1	1	0	0	2	0	1	1	1	1	2	1	1	1	1	1	0	0	3	0	2	1	2	1	1	1	3	0
NM_002807	3	4	6	4	4	1	7	6	2	4	1	2	4	6	2	8	1	8	1	7	5	13	5	2	8	2	3	2	6	2	5	4	9	6	17	13	2
NM_002808	2	0	7	4	3	3	1	0	2	0	0	2	3	3	12	9	5	7	1	9	7	24	7	5	11	1	3	1	1	0	8	1	14	10	33	13	3
NM_002809	1	1	3	0	1	0	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	2	9	5	1
ENST00000546323.1	1	0	3	0	0	1	2	1	2	1	1	0	1	0	1	2	0	1	0	1	2	2	1	0	0	0	0	0	0	0	3	1	0	1	3	2	1
NM_145284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
NM_001127244	1	0	5	1	3	1	1	1	1	1	1	2	3	1	3	1	3	2	2	2	1	7	2	1	4	0	2	1	2	3	2	3	1	4	6	8	1
ENST00000343053.4	0	0	0	0	0	0	0	0	1	1	1	1	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	5	0	0
NM_145282	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_002801	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	2	0	0
ENST00000411948.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NR_033302	1	2	6	8	1	2	4	3	3	5	2	2	9	5	9	6	10	5	6	8	6	12	4	6	12	1	3	1	1	5	9	3	7	5	22	15	2
ENST00000360814.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0
NM_001033723	6	12	29	21	17	5	12	8	15	24	9	16	23	15	21	13	11	11	11	14	11	38	9	27	27	4	12	5	14	17	21	23	11	32	49	31	17
ENST00000402384.3	1	5	10	2	3	2	1	0	2	5	0	3	9	1	5	6	4	2	4	5	1	6	2	3	6	3	0	2	2	2	10	5	2	11	8	11	1
NM_001127211	2	1	1	1	2	8	0	1	1	2	1	1	1	2	3	1	1	0	1	1	1	1	0	1	1	0	1	2	3	3	1	2	1	1	3	2	1
NM_001127213	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_145207	1	1	3	3	2	0	1	3	1	6	1	1	6	1	4	3	3	4	1	1	1	2	2	5	3	1	1	1	3	8	2	1	2	5	8	3	3
NM_001130867	0	1	1	0	0	3	1	1	0	1	1	1	0	0	0	1	0	2	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0
NM_145206	1	5	10	10	6	4	1	1	8	8	4	5	10	9	13	6	7	1	4	4	8	18	6	1	8	0	5	6	5	8	1	14	7	13	1	3	5
NM_001127217	1	0	2	1	2	4	13	5	1	6	5	19	7	5	3	7	8	5	1	1	9	5	12	8	5	4	4	2	7	11	11	4	2	1	1	9	1
NM_001127218	1	1	4	1	3	1	0	1	1	1	2	1	1	5	1	2	1	1	1	5	1	6	1	2	2	0	0	1	2	1	1	2	0	3	11	8	2
NM_001130864	0	1	5	3	1	1	0	1	3	1	0	1	2	1	4	1	2	0	3	2	2	8	0	3	4	0	1	1	0	2	1	2	2	5	6	5	3
NM_145201	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000491614.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000433866.2	2	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	2	2	0	0	0	1	1	0	1	0	0	1	0	0	0	1	2	1	2	1	0
ENST00000217315.5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ENST00000239852.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0
ENST00000247226.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
NM_001142854	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENST00000376441.1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	4	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	2	1	0
ENST00000577662.1	0	1	2	0	3	0	0	0	2	1	0	1	0	1	0	0	0	1	0	0	2	1	1	1	0	0	0	1	3	1	2	0	0	4	5	3	0
ENST00000367669.3	2	1	7	6	2	1	7	1	3	2	1	1	3	1	1	1	3	3	2	4	2	7	5	3	2	4	3	3	5	5	7	6	1	6	5	4	1
NM_001127222	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0
ENST00000541394.1	1	1	2	2	2	0	4	2	1	5	0	4	2	2	2	0	1	1	1	1	1	5	1	0	3	1	1	0	1	5	3	2	1	1	4	5	1
NM_001129884	2	1	3	2	3	1	2	0	2	0	0	1	3	1	4	3	6	2	4	0	5	4	0	1	3	1	0	2	0	2	4	6	3	4	10	5	1
TCONS_00014160	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
ENST00000265293.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENST00000561189.1	0	0	1	1	1	0	1	0	1	1	2	0	1	0	0	0	1	0	0	0	1	0	0	1	2	0	1	0	1	0	0	1	1	1	2	0	2
NM_145214	1	1	2	2	4	1	1	2	1	1	1	1	2	2	1	2	2	0	3	1	1	1	3	1	1	2	3	1	2	0	1	0	1	1	3	1	0
ENST00000275053.4	0	1	1	0	2	2	1	0	2	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	2	1	2	0	1	1	1	0
NM_145212	2	2	3	2	3	1	5	2	2	2	1	2	1	1	3	3	3	2	4	2	1	8	4	2	4	1	1	3	1	2	2	2	1	1	6	2	1
NM_001190482	3	1	5	1	2	0	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	3	2	2	1	1	2	1	1
ENST00000448282.1	1	1	10	3	2	1	2	1	2	3	1	3	2	1	4	3	7	1	0	2	2	2	1	4	2	0	0	2	2	5	5	3	0	4	11	3	1
ENST00000381655.2	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0
ENST00000399583.3	2	3	4	1	2	0	1	3	1	0	0	2	1	0	3	2	0	1	1	2	0	5	2	1	0	0	0	0	1	0	2	1	0	2	6	4	0
NM_001104595	0	4	1	2	1	2	1	1	1	2	0	1	3	0	1	1	1	2	3	1	1	3	0	2	1	2	1	1	1	1	2	1	1	2	3	3	2
NM_145231	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NM_001032410	0	1	0	2	0	2	2	0	0	2	0	1	1	0	1	1	1	1	2	2	0	1	1	1	1	1	1	0	0	1	2	1	1	0	1	1	0
ENST00000529687.1	1	2	5	3	6	0	7	3	3	3	4	4	3	3	9	3	7	3	1	4	1	7	5	8	4	2	1	2	3	2	5	5	3	3	10	6	2
NM_001130847	1	3	3	2	1	0	1	1	0	3	0	1	1	1	2	0	1	0	1	1	0	3	0	2	3	0	0	0	0	3	1	1	1	1	5	6	0
ENST00000356698.4	0	0	0	0	1	0	2	0	1	2	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	1	3	1	1
ENST00000381895.5	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
NM_001130841	1	1	1	3	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	0	0	2	1	1	1	1	1	1	2	0
TCONS_l2_00024809	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_l2_00000839	0	2	1	1	1	0	1	1	1	2	0	0	1	1	1	1	2	2	0	0	1	3	1	2	2	2	0	1	1	3	1	3	0	1	3	2	0
ENST00000570202.1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCONS_00003480	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ENST00000506928.1	1	1	1	0	2	1	1	1	2	1	1	0	2	1	2	1	4	1	1	1	4	2	0	2	1	1	0	0	1	1	0	1	3	2	1	4	1
ENST00000309041.7	1	1	5	2	1	1	4	2	1	3	1	1	2	3	3	1	5	4	0	0	2	3	1	3	2	0	0	0	1	1	3	4	1	2	4	3	1
NM_145243	1	1	1	1	1	1	1	0	2	3	1	1	2	1	1	1	1	0	2	1	1	2	1	1	3	2	1	3	1	2	1	1	2	1	1	2	1
NM_001130849	0	1	4	3	1	1	1	0	1	3	1	1	3	1	4	0	2	5	1	3	1	2	2	1	1	1	0	3	3	2	1	2	1	1	1	2	3
NM_133259	2	5	14	4	4	5	7	6	3	3	9	5	5	12	9	14	2	4	4	10	5	20	7	3	7	1	6	2	1	8	9	9	11	10	19	16	5
NM_001127202	4	3	3	1	2	4	5	1	2	2	4	1	5	2	5	6	5	3	6	6	4	11	5	3	7	4	2	2	1	2	8	1	6	8	13	2	1
ENST00000369574.1	0	1	10	2	2	1	1	1	2	2	1	3	2	2	4	2	10	1	0	4	2	3	0	3	3	0	0	2	2	3	6	3	0	6	9	2	1
NM_001127204	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001127203	2	2	1	0	0	3	1	0	1	1	0	0	2	1	2	3	5	2	2	3	1	2	3	2	6	2	1	2	1	1	1	0	2	3	5	0	1
NM_001130858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001127208	3	1	1	1	7	1	1	2	2	3	0	1	3	1	1	3	1	1	6	4	1	1	1	2	1	1	5	0	1	2	2	1	6	1	1	3	1
NM_145236	1	0	3	3	1	1	2	1	0	2	0	0	0	1	2	3	1	1	1	0	0	5	0	0	0	0	2	0	0	0	4	1	2	0	2	0	1
NM_133261	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0
NM_001104587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_145235	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NM_133263	1	2	2	1	1	1	3	1	1	3	0	0	1	1	0	1	2	0	0	1	0	3	1	2	1	1	2	1	0	0	1	1	1	2	7	1	0
ENST00000375759.3	1	1	1	2	1	0	1	0	1	0	1	0	0	2	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	3	1	0
NM_133264	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	1	0	0
ENST00000366578.4	3	5	13	3	3	3	5	1	2	1	2	2	1	7	5	6	4	2	10	8	8	19	3	2	6	1	4	3	4	1	5	4	1	11	22	16	4
NM_001142800	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENST00000435042.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000304758.1	0	0	1	0	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	1	0	2	1	1	0	2	3	5	0	1
NM_001130823	96	54	77	126	157	48	118	90	126	44	94	160	181	81	138	146	102	134	199	181	272	128	198	180	161	154	161	130	179	237	136	184	115	251	134	206	87
TCONS_00028768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NM_001130821	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
NM_001214909	0	0	3	1	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	2	4	1	1	1	0	0	0	1	2	0	2	0	1	4	2	0
ENST00000439279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000357033.4	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1
ENST00000482829.1	5	4	8	2	5	1	4	4	5	3	2	3	3	2	1	4	8	2	3	2	6	4	2	4	6	1	3	2	4	3	5	8	3	8	6	5	2
ENST00000347140.3	2	1	2	2	2	0	1	0	1	1	0	1	0	0	0	3	1	1	1	1	0	4	0	0	0	0	1	1	0	3	1	0	0	0	1	1	0
ENST00000369681.3	1	1	1	1	1	0	2	1	1	4	1	1	1	1	2	1	2	2	1	2	1	2	1	2	1	1	0	1	1	1	1	3	1	1	3	2	0
ENST00000502837.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000523197.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENST00000307745.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000497125.1	1	1	0	2	4	2	2	1	3	1	3	3	3	2	1	3	1	1	2	1	1	4	0	3	1	1	2	1	2	2	3	3	8	2	5	3	0
NM_001130834	1	2	2	1	2	3	1	1	4	2	0	2	2	1	1	1	2	1	1	4	5	1	4	3	4	5	0	1	1	3	1	1	1	1	3	3	2
ENST00000375733.2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	2	0	1	1	0	0	0	2	0	1	0	0	0	0	2	1
ENST00000303904.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	0	2	0	0
NM_001142807	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0
ENST00000361905.4	0	0	1	2	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	3	0	1	0	0
ENST00000446982.2	1	0	0	1	0	0	2	6	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	1	0	0	1	0	0	0	1	0	2
ENST00000367033.3	1	3	1	5	1	5	1	2	8	5	5	0	5	3	1	2	1	2	1	2	1	3	2	2	4	1	5	2	3	2	7	10	2	1	15	1	2
ENST00000493021.1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_023915	2	1	4	6	4	1	2	2	1	5	54	6	5	1	2	5	1	2	2	3	89	6	6	2	1	142	4	52	116	3	1	4	1	2	4	6	2
ENST00000356708.7	2	3	11	5	1	2	2	2	3	4	1	5	2	8	9	6	1	6	4	9	2	13	6	4	12	1	1	2	9	1	5	2	9	6	21	12	2
NM_001104554	1	1	1	3	0	0	0	1	1	0	0	0	1	4	0	2	2	1	0	1	1	3	2	1	3	2	1	1	0	3	5	1	3	1	1	1	1
ENST00000318190.7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENST00000549456.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENST00000334011.5	0	0	1	1	2	2	1	1	3	0	0	1	1	0	2	0	2	1	1	0	0	2	2	2	0	1	0	0	2	1	0	2	3	2	2	1	1
NM_001129819	1	2	3	2	1	1	2	0	3	1	0	0	1	1	2	1	2	1	2	1	1	4	1	0	1	0	1	1	0	0	4	1	2	1	6	3	1
