tRNA	1_DEL13080_R1_17to51__tRNA.txt	2_DEL13080_R1_17to51__tRNA.txt	3_DEL13080_R1_17to51__tRNA.txt	4_DEL13080_R1_17to51__tRNA.txt	5_DEL13080_R1_17to51__tRNA.txt	6_DEL13080_R1_17to51__tRNA.txt	7_DEL13080_R1_17to51__tRNA.txt	8_DEL13080_R1_17to51__tRNA.txt	9_DEL13080_R1_17to51__tRNA.txt	10_DEL13080_R1_17to51__tRNA.txt	11_DEL13080_R1_17to51__tRNA.txt	12_DEL13080_R1_17to51__tRNA.txt	13_DEL13080_R1_17to51__tRNA.txt	14_DEL13080_R1_17to51__tRNA.txt	15_DEL13080_R1_17to51__tRNA.txt	16_DEL13080_R1_17to51__tRNA.txt	17_DEL13080_R1_17to51__tRNA.txt	18_DEL13080_R1_17to51__tRNA.txt	19_DEL13080_R1_17to51__tRNA.txt	20_DEL13080_R1_17to51__tRNA.txt	21_DEL13080_R1_17to51__tRNA.txt	22_DEL13080_R1_17to51__tRNA.txt	23_DEL13080_R1_17to51__tRNA.txt	24_DEL13080_R1_17to51__tRNA.txt	25_DEL13080_R1_17to51__tRNA.txt	26_DEL13080_R1_17to51__tRNA.txt	27_DEL13080_R1_17to51__tRNA.txt	28_DEL13080_R1_17to51__tRNA.txt	29_DEL13080_R1_17to51__tRNA.txt	30_DEL13080_R1_17to51__tRNA.txt	31_DEL13080_R1_17to51__tRNA.txt	32_DEL13080_R1_17to51__tRNA.txt	33_DEL13080_R1_17to51__tRNA.txt	34_DEL13080_R1_17to51__tRNA.txt	35_DEL13080_R1_17to51__tRNA.txt	36_DEL13080_R1_17to51__tRNA.txt	37_DEL13080_R1_17to51__tRNA.txt	38_DEL13080_R1_17to51__tRNA.txt	39_DEL13080_R1_17to51__tRNA.txt	40_DEL13080_R1_17to51__tRNA.txt	
chr12.trna2	14.0	10.0	18.0	32.0	18.0	18.0	39.0	69.0	24.0	13.0	26.0	18.0	27.0	50.0	2.0	20.0	19.0	30.0	19.0	14.0	18.0	20.0	12.0	14.0	22.0	23.0	44.0	15.0	15.0	15.0	17.0	11.0	29.0	26.0	24.0	17.0	19.0	19.0	18.0	9.0	
chr12.trna3	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	
chr12.trna5	154.0	256.0	177.0	385.0	510.0	67.0	141.0	182.0	46.0	81.0	325.0	216.0	218.0	244.0	191.0	190.0	335.0	691.0	105.0	359.0	259.0	87.0	91.0	747.0	212.0	112.0	413.0	111.0	42.0	101.0	155.0	102.0	115.0	523.0	427.0	398.0	162.0	172.0	235.0	130.0	
chr12.trna6	20.0	33.0	24.0	15.0	17.0	8.0	11.0	7.0	10.0	3.0	17.0	10.0	10.0	14.0	9.0	7.0	7.0	12.0	13.0	20.0	18.0	8.0	16.0	15.0	6.0	10.0	22.0	15.0	1.0	4.0	7.0	11.0	6.0	23.0	20.0	9.0	15.0	14.0	12.0	18.0	
chr12.trna8	109.0	62.0	118.0	115.0	110.0	114.0	67.0	43.0	83.0	64.0	122.0	62.0	100.0	315.0	28.0	125.0	102.0	90.0	169.0	106.0	126.0	151.0	107.0	78.0	68.0	72.0	207.0	194.0	103.0	162.0	168.0	88.0	238.0	203.0	200.0	72.0	151.0	134.0	210.0	150.0	
chr3.trna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr3.trna8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna79	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna50	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr3.trna6	6.0	10.0	65.0	24.0	24.0	22.0	6.0	5.0	7.0	9.0	26.0	5.0	15.0	17.0	7.0	26.0	35.0	9.0	27.0	17.0	14.0	7.0	21.0	17.0	19.0	6.0	20.0	34.0	0.0	13.0	6.0	16.0	9.0	22.0	59.0	8.0	23.0	13.0	50.0	15.0	
chr1.trna51	6.0	2.0	23.0	12.0	14.0	10.0	36.0	9.0	4.0	9.0	17.0	13.0	62.0	15.0	5.0	17.0	32.0	15.0	33.0	32.0	4.0	39.0	24.0	32.0	41.0	24.0	52.0	67.0	10.0	9.0	64.0	53.0	59.0	51.0	73.0	3.0	129.0	11.0	29.0	0.0	
chr3.trna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr3.trna4	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	
chr3.trna1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr3.trna2	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna56	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna57	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna59	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	
chr1.trna52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna54	160.0	313.0	192.0	371.0	209.0	353.0	177.0	126.0	210.0	202.0	263.0	223.0	171.0	359.0	67.0	166.0	151.0	263.0	164.0	170.0	229.0	214.0	310.0	143.0	123.0	138.0	243.0	203.0	252.0	259.0	131.0	263.0	219.0	223.0	246.0	93.0	144.0	438.0	213.0	335.0	
chr1.trna55	3.0	5.0	4.0	1.0	3.0	8.0	5.0	1.0	0.0	5.0	4.0	3.0	3.0	4.0	2.0	8.0	8.0	8.0	3.0	3.0	10.0	1.0	1.0	4.0	2.0	2.0	4.0	4.0	2.0	3.0	4.0	2.0	1.0	9.0	20.0	10.0	3.0	2.0	13.0	3.0	
chr16.trna16	13.0	0.0	7.0	24.0	4.0	4.0	43.0	71.0	4.0	11.0	21.0	10.0	17.0	19.0	3.0	34.0	10.0	16.0	12.0	25.0	6.0	17.0	3.0	39.0	8.0	35.0	19.0	3.0	4.0	5.0	10.0	2.0	2.0	17.0	31.0	35.0	14.0	3.0	15.0	3.0	
chr16.trna15	5.0	0.0	2.0	3.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	6.0	0.0	0.0	0.0	4.0	1.0	3.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	1.0	2.0	0.0	
chr16.trna14	8.0	0.0	5.0	8.0	2.0	6.0	5.0	2.0	0.0	0.0	3.0	8.0	8.0	2.0	4.0	8.0	2.0	12.0	1.0	4.0	1.0	7.0	1.0	14.0	5.0	4.0	2.0	2.0	1.0	0.0	2.0	7.0	1.0	9.0	6.0	8.0	1.0	1.0	5.0	0.0	
chr6.trna80	1.0	5.0	5.0	6.0	2.0	1.0	1.0	0.0	1.0	7.0	2.0	1.0	6.0	2.0	1.0	3.0	3.0	5.0	3.0	7.0	0.0	6.0	0.0	10.0	5.0	7.0	5.0	1.0	0.0	2.0	3.0	2.0	6.0	5.0	3.0	7.0	1.0	6.0	3.0	1.0	
chr6.trna81	210.0	135.0	236.0	419.0	163.0	313.0	403.0	344.0	122.0	85.0	184.0	199.0	264.0	494.0	176.0	210.0	133.0	233.0	141.0	242.0	160.0	234.0	181.0	269.0	265.0	392.0	454.0	166.0	157.0	150.0	300.0	188.0	192.0	288.0	293.0	122.0	241.0	192.0	140.0	124.0	
chr16.trna19	10.0	1.0	5.0	24.0	8.0	6.0	25.0	19.0	2.0	7.0	27.0	9.0	20.0	33.0	17.0	18.0	18.0	17.0	18.0	17.0	5.0	38.0	4.0	68.0	18.0	40.0	20.0	8.0	11.0	11.0	9.0	16.0	31.0	41.0	19.0	22.0	18.0	38.0	18.0	4.0	
chr16.trna18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna81	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	6.0	1.0	2.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	2.0	7.0	4.0	0.0	1.0	0.0	1.0	1.0	
chr1.trna82	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna83	2.0	0.0	1.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	5.0	2.0	3.0	1.0	9.0	4.0	2.0	0.0	2.0	0.0	0.0	2.0	1.0	2.0	13.0	1.0	0.0	3.0	1.0	3.0	1.0	
chr1.trna80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr10.trna7	16.0	5.0	17.0	61.0	23.0	17.0	16.0	25.0	4.0	2.0	32.0	18.0	18.0	11.0	15.0	30.0	25.0	10.0	14.0	13.0	15.0	17.0	8.0	26.0	17.0	13.0	30.0	17.0	3.0	11.0	18.0	13.0	16.0	28.0	20.0	14.0	27.0	21.0	22.0	3.0	
chr1.trna89	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	4.0	
chr6.trna84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr6.trna85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr6.trna82	2.0	2.0	2.0	3.0	2.0	2.0	9.0	4.0	2.0	0.0	1.0	0.0	1.0	4.0	1.0	2.0	2.0	2.0	3.0	6.0	9.0	14.0	0.0	4.0	5.0	5.0	27.0	2.0	3.0	0.0	3.0	3.0	0.0	2.0	4.0	1.0	0.0	0.0	3.0	1.0	
chr16.trna13	5.0	1.0	2.0	5.0	2.0	5.0	2.0	2.0	0.0	0.0	2.0	7.0	7.0	3.0	2.0	6.0	2.0	10.0	1.0	0.0	0.0	6.0	1.0	9.0	3.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	8.0	3.0	5.0	1.0	1.0	3.0	0.0	
chr16.trna12	12.0	6.0	19.0	14.0	8.0	8.0	2.0	11.0	21.0	18.0	40.0	9.0	22.0	10.0	6.0	17.0	17.0	18.0	25.0	8.0	17.0	25.0	15.0	17.0	3.0	1.0	9.0	47.0	4.0	1.0	9.0	12.0	24.0	15.0	45.0	5.0	19.0	24.0	50.0	18.0	
chr1.trna86	235.0	341.0	637.0	397.0	605.0	335.0	92.0	120.0	100.0	588.0	1299.0	244.0	204.0	307.0	302.0	496.0	943.0	617.0	1117.0	465.0	906.0	257.0	518.0	595.0	472.0	116.0	459.0	592.0	48.0	174.0	174.0	295.0	483.0	637.0	976.0	412.0	597.0	1318.0	1571.0	444.0	
chr10.trna4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr16.trna11	7.0	0.0	8.0	8.0	5.0	10.0	6.0	7.0	2.0	4.0	89.0	15.0	19.0	12.0	12.0	101.0	32.0	18.0	34.0	7.0	3.0	14.0	7.0	17.0	8.0	4.0	13.0	74.0	5.0	7.0	9.0	10.0	281.0	25.0	189.0	21.0	49.0	60.0	157.0	11.0	
chr6.trna86	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	2.0	0.0	
chr16.trna10	4.0	0.0	2.0	4.0	2.0	5.0	1.0	1.0	0.0	0.0	1.0	3.0	5.0	1.0	2.0	6.0	1.0	10.0	1.0	0.0	0.0	2.0	1.0	6.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	1.0	3.0	1.0	1.0	2.0	0.0	
chr6.trna87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna91	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna70	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna71	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna72	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna73	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna2	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	2.0	2.0	1.0	4.0	0.0	2.0	0.0	4.0	1.0	0.0	3.0	2.0	1.0	2.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	3.0	1.0	0.0	
chr1.trna5	5.0	9.0	24.0	29.0	11.0	4.0	5.0	3.0	6.0	11.0	28.0	12.0	15.0	9.0	7.0	24.0	19.0	31.0	17.0	11.0	19.0	9.0	3.0	20.0	10.0	7.0	26.0	8.0	1.0	6.0	6.0	1.0	7.0	24.0	58.0	17.0	16.0	11.0	26.0	8.0	
chr1.trna78	1.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	4.0	4.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	0.0	1.0	2.0	2.0	0.0	0.0	5.0	2.0	2.0	0.0	0.0	1.0	0.0	
chr7.trna31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna6	1.0	1.0	1.0	4.0	0.0	2.0	1.0	1.0	2.0	0.0	4.0	4.0	3.0	3.0	1.0	1.0	2.0	6.0	3.0	2.0	4.0	1.0	1.0	5.0	3.0	1.0	8.0	2.0	1.0	0.0	1.0	0.0	1.0	7.0	3.0	0.0	3.0	3.0	2.0	0.0	
chr1.trna79	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	
chr7.trna30	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr2.trna13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	
chr2.trna16	67.0	59.0	96.0	218.0	113.0	51.0	40.0	21.0	37.0	17.0	77.0	59.0	69.0	72.0	33.0	61.0	62.0	111.0	55.0	140.0	43.0	78.0	38.0	169.0	114.0	44.0	160.0	59.0	14.0	105.0	64.0	42.0	28.0	185.0	90.0	105.0	80.0	69.0	99.0	27.0	
chr1.trna3	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr2.trna15	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	1.0	1.0	2.0	1.0	0.0	3.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	
chr1.trna4	3.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	2.0	0.0	3.0	4.0	2.0	1.0	1.0	1.0	3.0	8.0	2.0	1.0	4.0	1.0	1.0	7.0	6.0	0.0	8.0	2.0	1.0	0.0	1.0	0.0	1.0	9.0	3.0	2.0	3.0	3.0	2.0	0.0	
chr6.trna94	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna74	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr1.trna75	3.0	0.0	2.0	3.0	0.0	1.0	2.0	3.0	0.0	1.0	2.0	0.0	4.0	1.0	1.0	4.0	3.0	2.0	3.0	0.0	1.0	5.0	0.0	1.0	3.0	3.0	3.0	1.0	2.0	2.0	0.0	1.0	5.0	3.0	4.0	2.0	1.0	1.0	5.0	0.0	
chr11.trna1	0.0	1.0	3.0	1.0	0.0	0.0	2.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna7	6.0	1.0	6.0	8.0	4.0	3.0	4.0	2.0	4.0	1.0	3.0	4.0	7.0	5.0	1.0	6.0	8.0	8.0	6.0	2.0	4.0	3.0	2.0	7.0	4.0	2.0	8.0	3.0	4.0	1.0	5.0	4.0	3.0	8.0	3.0	1.0	5.0	5.0	5.0	3.0	
chr1.trna76	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr2.trna12	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna77	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr2.trna11	12.0	25.0	47.0	57.0	22.0	26.0	5.0	10.0	76.0	10.0	17.0	8.0	12.0	16.0	1.0	16.0	13.0	8.0	17.0	6.0	11.0	7.0	10.0	8.0	25.0	6.0	39.0	16.0	3.0	16.0	15.0	11.0	9.0	26.0	54.0	6.0	30.0	18.0	19.0	10.0	
chr1.trna8	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
